# X0,X1,X2,Y0,Y1,Y2,Z0,Z1,Z2
4.831321648483912767e+00,4.345588203753512957e+00,4.362671600303464459e+00,2.088019188830206119e+01,2.335986639743484261e+01,2.252260541255131798e+01,-6.658073170606861879e+00,-7.785066442621213056e+00,-7.147536979019387005e+00
4.345588203753512957e+00,4.362671600303464459e+00,4.468562747452432760e+00,2.335986639743484261e+01,2.252260541255131798e+01,2.091695686741881843e+01,-7.785066442621213056e+00,-7.147536979019387005e+00,-7.185607105969281427e+00
4.362671600303464459e+00,4.468562747452432760e+00,4.840426199846750599e+00,2.252260541255131798e+01,2.091695686741881843e+01,2.122510235589014727e+01,-7.147536979019387005e+00,-7.185607105969281427e+00,-7.351854795537828835e+00
4.468562747452432760e+00,4.840426199846750599e+00,4.990952579087696073e+00,2.091695686741881843e+01,2.122510235589014727e+01,2.213675818029623699e+01,-7.185607105969281427e+00,-7.351854795537828835e+00,-7.920940890399062795e+00
4.840426199846750599e+00,4.990952579087696073e+00,4.208487194320341906e+00,2.122510235589014727e+01,2.213675818029623699e+01,2.493005186664142769e+01,-7.351854795537828835e+00,-7.920940890399062795e+00,-8.224940437984454178e+00
4.990952579087696073e+00,4.208487194320341906e+00,4.440975912490157107e+00,2.213675818029623699e+01,2.493005186664142769e+01,2.566593421174787792e+01,-7.920940890399062795e+00,-8.224940437984454178e+00,-7.046250682773906426e+00
4.208487194320341906e+00,4.440975912490157107e+00,4.322172052030808231e+00,2.493005186664142769e+01,2.566593421174787792e+01,2.116065433769538373e+01,-8.224940437984454178e+00,-7.046250682773906426e+00,-7.204864017490607786e+00
4.440975912490157107e+00,4.322172052030808231e+00,4.789984804662164919e+00,2.566593421174787792e+01,2.116065433769538373e+01,2.080092992792175011e+01,-7.046250682773906426e+00,-7.204864017490607786e+00,-7.131136637605183459e+00
4.322172052030808231e+00,4.789984804662164919e+00,4.780359884899163525e+00,2.116065433769538373e+01,2.080092992792175011e+01,2.188730320549157327e+01,-7.204864017490607786e+00,-7.131136637605183459e+00,-7.788232869731642971e+00
4.789984804662164919e+00,4.780359884899163525e+00,4.414225752226549560e+00,2.080092992792175011e+01,2.188730320549157327e+01,2.362639041650117733e+01,-7.131136637605183459e+00,-7.788232869731642971e+00,-7.876029548401090707e+00
4.780359884899163525e+00,4.414225752226549560e+00,4.544289502001279679e+00,2.188730320549157327e+01,2.362639041650117733e+01,2.326366064085015850e+01,-7.788232869731642971e+00,-7.876029548401090707e+00,-7.281358222792990276e+00
4.414225752226549560e+00,4.544289502001279679e+00,4.837223813679011108e+00,2.362639041650117733e+01,2.326366064085015850e+01,2.130231717556174331e+01,-7.876029548401090707e+00,-7.281358222792990276e+00,-7.413877981027193975e+00
4.544289502001279679e+00,4.837223813679011108e+00,4.249108703767808137e+00,2.326366064085015850e+01,2.130231717556174331e+01,2.221172559604805130e+01,-7.281358222792990276e+00,-7.413877981027193975e+00,-7.938459420568872105e+00
4.837223813679011108e+00,4.249108703767808137e+00,4.234533360527942492e+00,2.130231717556174331e+01,2.221172559604805130e+01,2.322313037223770493e+01,-7.413877981027193975e+00,-7.938459420568872105e+00,-7.087921743556005794e+00
4.249108703767808137e+00,4.234533360527942492e+00,4.048875683549205462e+00,2.221172559604805130e+01,2.322313037223770493e+01,2.064387221601171518e+01,-7.938459420568872105e+00,-7.087921743556005794e+00,-6.891339551493928184e+00
4.234533360527942492e+00,4.048875683549205462e+00,4.954663368636150089e+00,2.322313037223770493e+01,2.064387221601171518e+01,2.062840351962458740e+01,-7.087921743556005794e+00,-6.891339551493928184e+00,-6.509392946556998183e+00
4.048875683549205462e+00,4.954663368636150089e+00,4.781484954340353255e+00,2.064387221601171518e+01,2.062840351962458740e+01,2.461932011610822002e+01,-6.891339551493928184e+00,-6.509392946556998183e+00,-7.955588200790833397e+00
4.954663368636150089e+00,4.781484954340353255e+00,4.367216602345730614e+00,2.062840351962458740e+01,2.461932011610822002e+01,2.475855195857234392e+01,-6.509392946556998183e+00,-7.955588200790833397e+00,-7.907203627721980155e+00
4.781484954340353255e+00,4.367216602345730614e+00,4.017327358082833477e+00,2.461932011610822002e+01,2.475855195857234392e+01,2.336085272969386750e+01,-7.955588200790833397e+00,-7.907203627721980155e+00,-7.204532255092605197e+00
4.367216602345730614e+00,4.017327358082833477e+00,4.329502455503874359e+00,2.475855195857234392e+01,2.336085272969386750e+01,2.010451150820346911e+01,-7.907203627721980155e+00,-7.204532255092605197e+00,-6.640380666056771908e+00
4.017327358082833477e+00,4.329502455503874359e+00,4.530070995050252236e+00,2.336085272969386750e+01,2.010451150820346911e+01,2.234284378656894177e+01,-7.204532255092605197e+00,-6.640380666056771908e+00,-6.978738421564467664e+00
4.329502455503874359e+00,4.530070995050252236e+00,4.439648197712776856e+00,2.010451150820346911e+01,2.234284378656894177e+01,2.145838356713780115e+01,-6.640380666056771908e+00,-6.978738421564467664e+00,-7.343701972485818352e+00
4.530070995050252236e+00,4.439648197712776856e+00,4.186909082528007531e+00,2.234284378656894177e+01,2.145838356713780115e+01,2.116617947115905451e+01,-6.978738421564467664e+00,-7.343701972485818352e+00,-7.236143098412908259e+00
4.439648197712776856e+00,4.186909082528007531e+00,4.807590269532544980e+00,2.145838356713780115e+01,2.116617947115905451e+01,2.049937205502988746e+01,-7.343701972485818352e+00,-7.236143098412908259e+00,-6.849980214773008669e+00
4.186909082528007531e+00,4.807590269532544980e+00,4.132557706389486718e+00,2.116617947115905451e+01,2.049937205502988746e+01,2.243981116370764184e+01,-7.236143098412908259e+00,-6.849980214773008669e+00,-7.735734693991441979e+00
4.807590269532544980e+00,4.132557706389486718e+00,4.347545911249229178e+00,2.049937205502988746e+01,2.243981116370764184e+01,2.183216240317540624e+01,-6.849980214773008669e+00,-7.735734693991441979e+00,-6.779671839208664785e+00
4.132557706389486718e+00,4.347545911249229178e+00,4.943622204860064429e+00,2.243981116370764184e+01,2.183216240317540624e+01,2.166353447923700770e+01,-7.735734693991441979e+00,-6.779671839208664785e+00,-7.001187362059289043e+00
4.347545911249229178e+00,4.943622204860064429e+00,4.103464788326687263e+00,2.183216240317540624e+01,2.166353447923700770e+01,2.250705771316310688e+01,-6.779671839208664785e+00,-7.001187362059289043e+00,-8.129789573373285450e+00
4.943622204860064429e+00,4.103464788326687263e+00,4.675391375556327667e+00,2.166353447923700770e+01,2.250705771316310688e+01,2.455933216738777247e+01,-7.001187362059289043e+00,-8.129789573373285450e+00,-6.836307224580920661e+00
4.103464788326687263e+00,4.675391375556327667e+00,4.567099422406556641e+00,2.250705771316310688e+01,2.455933216738777247e+01,2.227409026266500192e+01,-8.129789573373285450e+00,-6.836307224580920661e+00,-7.617999101447699317e+00
4.675391375556327667e+00,4.567099422406556641e+00,4.345252007345198564e+00,2.455933216738777247e+01,2.227409026266500192e+01,2.224328251773293985e+01,-6.836307224580920661e+00,-7.617999101447699317e+00,-7.463540641124211561e+00
4.567099422406556641e+00,4.345252007345198564e+00,4.356873655439714277e+00,2.227409026266500192e+01,2.224328251773293985e+01,2.118937335243285602e+01,-7.617999101447699317e+00,-7.463540641124211561e+00,-7.157092586752513697e+00
4.345252007345198564e+00,4.356873655439714277e+00,4.748205371759331328e+00,2.224328251773293985e+01,2.118937335243285602e+01,2.082231315514336245e+01,-7.463540641124211561e+00,-7.157092586752513697e+00,-7.146358894523537231e+00
4.356873655439714277e+00,4.748205371759331328e+00,4.743530135774458145e+00,2.118937335243285602e+01,2.082231315514336245e+01,2.186101150950739580e+01,-7.157092586752513697e+00,-7.146358894523537231e+00,-7.752599357443889616e+00
4.748205371759331328e+00,4.743530135774458145e+00,4.588758710091637383e+00,2.082231315514336245e+01,2.186101150950739580e+01,2.327436767942473850e+01,-7.146358894523537231e+00,-7.752599357443889616e+00,-7.898623134675222701e+00
4.743530135774458145e+00,4.588758710091637383e+00,4.294191609938249776e+00,2.186101150950739580e+01,2.327436767942473850e+01,2.392937866128891145e+01,-7.752599357443889616e+00,-7.898623134675222701e+00,-7.558761886439877564e+00
4.588758710091637383e+00,4.294191609938249776e+00,4.815974149239313107e+00,2.327436767942473850e+01,2.392937866128891145e+01,2.134963884506950293e+01,-7.898623134675222701e+00,-7.558761886439877564e+00,-7.025830907757113053e+00
4.294191609938249776e+00,4.815974149239313107e+00,4.189783319391366945e+00,2.392937866128891145e+01,2.134963884506950293e+01,2.215008746708977938e+01,-7.558761886439877564e+00,-7.025830907757113053e+00,-7.826203527995481579e+00
4.815974149239313107e+00,4.189783319391366945e+00,4.189414568988414800e+00,2.134963884506950293e+01,2.215008746708977938e+01,2.245835057558523928e+01,-7.025830907757113053e+00,-7.826203527995481579e+00,-6.944484384964798807e+00
4.189783319391366945e+00,4.189414568988414800e+00,4.917790869810994892e+00,2.215008746708977938e+01,2.245835057558523928e+01,2.081437680218967046e+01,-7.826203527995481579e+00,-6.944484384964798807e+00,-6.808334804420045572e+00
4.189414568988414800e+00,4.917790869810994892e+00,4.227522634061863016e+00,2.245835057558523928e+01,2.081437680218967046e+01,2.291006211899530598e+01,-6.944484384964798807e+00,-6.808334804420045572e+00,-7.997765182547000862e+00
4.917790869810994892e+00,4.227522634061863016e+00,4.441614677605396189e+00,2.081437680218967046e+01,2.291006211899530598e+01,2.367704712868422590e+01,-6.808334804420045572e+00,-7.997765182547000862e+00,-7.076081288832886784e+00
4.227522634061863016e+00,4.441614677605396189e+00,4.809410697744785246e+00,2.291006211899530598e+01,2.367704712868422590e+01,2.109588180057286877e+01,-7.997765182547000862e+00,-7.076081288832886784e+00,-7.212487918517280328e+00
4.441614677605396189e+00,4.809410697744785246e+00,4.622137997830792600e+00,2.367704712868422590e+01,2.109588180057286877e+01,2.191206080175468784e+01,-7.076081288832886784e+00,-7.212487918517280328e+00,-7.918434596771251499e+00
4.809410697744785246e+00,4.622137997830792600e+00,4.519882553245459178e+00,2.109588180057286877e+01,2.191206080175468784e+01,2.410443856714551103e+01,-7.212487918517280328e+00,-7.918434596771251499e+00,-7.637588331487993543e+00
4.622137997830792600e+00,4.519882553245459178e+00,4.202537006315628432e+00,2.191206080175468784e+01,2.410443856714551103e+01,2.219116635371032942e+01,-7.918434596771251499e+00,-7.637588331487993543e+00,-7.379207426293910466e+00
4.519882553245459178e+00,4.202537006315628432e+00,4.253452326603864186e+00,2.410443856714551103e+01,2.219116635371032942e+01,2.069563801913722756e+01,-7.637588331487993543e+00,-7.379207426293910466e+00,-6.923316647004921442e+00
4.202537006315628432e+00,4.253452326603864186e+00,4.474225437984750364e+00,2.219116635371032942e+01,2.069563801913722756e+01,2.103458166928211170e+01,-7.379207426293910466e+00,-6.923316647004921442e+00,-6.916010385122166149e+00
4.253452326603864186e+00,4.474225437984750364e+00,4.582292234575040979e+00,2.069563801913722756e+01,2.103458166928211170e+01,2.159618538604572535e+01,-6.923316647004921442e+00,-6.916010385122166149e+00,-7.232803904251504434e+00
4.474225437984750364e+00,4.582292234575040979e+00,4.185528657261365026e+00,2.103458166928211170e+01,2.159618538604572535e+01,2.139577539477581780e+01,-6.916010385122166149e+00,-7.232803904251504434e+00,-7.513578955414639715e+00
4.582292234575040979e+00,4.185528657261365026e+00,4.013051687628250264e+00,2.159618538604572535e+01,2.139577539477581780e+01,2.081094072823659502e+01,-7.232803904251504434e+00,-7.513578955414639715e+00,-6.869675632543781774e+00
4.185528657261365026e+00,4.013051687628250264e+00,4.132889425697103825e+00,2.139577539477581780e+01,2.081094072823659502e+01,2.056875714361689234e+01,-7.513578955414639715e+00,-6.869675632543781774e+00,-6.557613416832351660e+00
4.013051687628250264e+00,4.132889425697103825e+00,4.973834559113038623e+00,2.081094072823659502e+01,2.056875714361689234e+01,2.234722789300053236e+01,-6.869675632543781774e+00,-6.557613416832351660e+00,-6.684558726355436242e+00
4.132889425697103825e+00,4.973834559113038623e+00,4.251788211836647235e+00,2.056875714361689234e+01,2.234722789300053236e+01,2.357070639244640375e+01,-6.557613416832351660e+00,-6.684558726355436242e+00,-8.107998061664511980e+00
4.973834559113038623e+00,4.251788211836647235e+00,4.619988218438126459e+00,2.234722789300053236e+01,2.357070639244640375e+01,2.480269927396662055e+01,-6.684558726355436242e+00,-8.107998061664511980e+00,-7.104681661260550563e+00
4.251788211836647235e+00,4.619988218438126459e+00,4.364715249053493729e+00,2.357070639244640375e+01,2.480269927396662055e+01,2.154486732455487541e+01,-8.107998061664511980e+00,-7.104681661260550563e+00,-7.520312088485723301e+00
4.619988218438126459e+00,4.364715249053493729e+00,4.522873412073150412e+00,2.480269927396662055e+01,2.154486732455487541e+01,2.149512749685464641e+01,-7.104681661260550563e+00,-7.520312088485723301e+00,-7.199354839820550467e+00
4.364715249053493729e+00,4.522873412073150412e+00,4.472246235345973986e+00,2.154486732455487541e+01,2.149512749685464641e+01,2.120853300721918444e+01,-7.520312088485723301e+00,-7.199354839820550467e+00,-7.366437310375617997e+00
4.522873412073150412e+00,4.472246235345973986e+00,4.647066248186701110e+00,2.149512749685464641e+01,2.120853300721918444e+01,2.128815913781419056e+01,-7.199354839820550467e+00,-7.366437310375617997e+00,-7.349660819974967119e+00
4.472246235345973986e+00,4.647066248186701110e+00,4.700255847402117659e+00,2.120853300721918444e+01,2.128815913781419056e+01,2.166254267898116481e+01,-7.366437310375617997e+00,-7.349660819974967119e+00,-7.524110366117771065e+00
4.647066248186701110e+00,4.700255847402117659e+00,4.426628052348544173e+00,2.128815913781419056e+01,2.166254267898116481e+01,2.211787407227087243e+01,-7.349660819974967119e+00,-7.524110366117771065e+00,-7.825823718270579654e+00
4.700255847402117659e+00,4.426628052348544173e+00,4.746152480380528615e+00,2.166254267898116481e+01,2.211787407227087243e+01,2.299095240157632958e+01,-7.524110366117771065e+00,-7.825823718270579654e+00,-7.364794646236069831e+00
4.426628052348544173e+00,4.746152480380528615e+00,4.947245819461766558e+00,2.211787407227087243e+01,2.299095240157632958e+01,2.185408308640180763e+01,-7.825823718270579654e+00,-7.364794646236069831e+00,-7.816317061664523891e+00
4.746152480380528615e+00,4.947245819461766558e+00,4.781346398048940571e+00,2.299095240157632958e+01,2.185408308640180763e+01,2.413291610557908484e+01,-7.364794646236069831e+00,-7.816317061664523891e+00,-8.183419441556532448e+00
4.947245819461766558e+00,4.781346398048940571e+00,4.850587369043704022e+00,2.185408308640180763e+01,2.413291610557908484e+01,2.670866794140193079e+01,-7.816317061664523891e+00,-8.183419441556532448e+00,-7.917683438720823474e+00
4.781346398048940571e+00,4.850587369043704022e+00,4.765122859097439267e+00,2.413291610557908484e+01,2.670866794140193079e+01,2.463840687496069037e+01,-8.183419441556532448e+00,-7.917683438720823474e+00,-8.033346259395520050e+00
4.850587369043704022e+00,4.765122859097439267e+00,4.780217913403043362e+00,2.670866794140193079e+01,2.463840687496069037e+01,2.538140190838003818e+01,-7.917683438720823474e+00,-8.033346259395520050e+00,-7.892849152930276446e+00
4.765122859097439267e+00,4.780217913403043362e+00,4.446079428123390187e+00,2.463840687496069037e+01,2.538140190838003818e+01,2.428329152020441128e+01,-8.033346259395520050e+00,-7.892849152930276446e+00,-7.846691355403873303e+00
4.780217913403043362e+00,4.446079428123390187e+00,4.482338308586681030e+00,2.538140190838003818e+01,2.428329152020441128e+01,2.320968897714129753e+01,-7.892849152930276446e+00,-7.846691355403873303e+00,-7.340603188742723439e+00
4.446079428123390187e+00,4.482338308586681030e+00,4.045916998657125063e+00,2.428329152020441128e+01,2.320968897714129753e+01,2.125727528926389454e+01,-7.846691355403873303e+00,-7.340603188742723439e+00,-7.305358542898044760e+00
4.482338308586681030e+00,4.045916998657125063e+00,4.890282493541416642e+00,2.320968897714129753e+01,2.125727528926389454e+01,2.020739831350798354e+01,-7.340603188742723439e+00,-7.305358542898044760e+00,-6.639841363718827161e+00
4.045916998657125063e+00,4.890282493541416642e+00,4.498262742591943031e+00,2.125727528926389454e+01,2.020739831350798354e+01,2.364462052468059738e+01,-7.305358542898044760e+00,-6.639841363718827161e+00,-7.947374469545274600e+00
4.890282493541416642e+00,4.498262742591943031e+00,4.887221280981245641e+00,2.020739831350798354e+01,2.364462052468059738e+01,2.393861607858537610e+01,-6.639841363718827161e+00,-7.947374469545274600e+00,-7.415071593007090733e+00
4.498262742591943031e+00,4.887221280981245641e+00,4.230291284668716401e+00,2.364462052468059738e+01,2.393861607858537610e+01,2.237615979525400789e+01,-7.947374469545274600e+00,-7.415071593007090733e+00,-8.020987232767019748e+00
4.887221280981245641e+00,4.230291284668716401e+00,4.296560896148048592e+00,2.393861607858537610e+01,2.237615979525400789e+01,2.396568093362667895e+01,-7.415071593007090733e+00,-8.020987232767019748e+00,-7.020070616796441954e+00
4.230291284668716401e+00,4.296560896148048592e+00,4.849156898802034377e+00,2.237615979525400789e+01,2.396568093362667895e+01,2.088922629756100946e+01,-8.020987232767019748e+00,-7.020070616796441954e+00,-6.954390896678846801e+00
4.296560896148048592e+00,4.849156898802034377e+00,4.111807087356791790e+00,2.396568093362667895e+01,2.088922629756100946e+01,2.230370822192188029e+01,-7.020070616796441954e+00,-6.954390896678846801e+00,-7.834609637166594531e+00
4.849156898802034377e+00,4.111807087356791790e+00,4.999391198091146293e+00,2.088922629756100946e+01,2.230370822192188029e+01,2.220532304326476591e+01,-6.954390896678846801e+00,-7.834609637166594531e+00,-6.754532350556909925e+00
4.111807087356791790e+00,4.999391198091146293e+00,4.088367054056903704e+00,2.230370822192188029e+01,2.220532304326476591e+01,2.340486890953934207e+01,-7.834609637166594531e+00,-6.754532350556909925e+00,-8.100152802593582280e+00
4.999391198091146293e+00,4.088367054056903704e+00,4.834065101812782039e+00,2.220532304326476591e+01,2.340486890953934207e+01,2.430590516579941607e+01,-6.754532350556909925e+00,-8.100152802593582280e+00,-6.877685478457918222e+00
4.088367054056903704e+00,4.834065101812782039e+00,4.356711390374657711e+00,2.340486890953934207e+01,2.430590516579941607e+01,2.246387411052485206e+01,-8.100152802593582280e+00,-6.877685478457918222e+00,-7.842959491231341396e+00
4.834065101812782039e+00,4.356711390374657711e+00,4.021875290315326090e+00,2.430590516579941607e+01,2.246387411052485206e+01,2.287581656722808532e+01,-6.877685478457918222e+00,-7.842959491231341396e+00,-7.182253521719330180e+00
4.356711390374657711e+00,4.021875290315326090e+00,4.745903013509096269e+00,2.246387411052485206e+01,2.287581656722808532e+01,2.009857363947250875e+01,-7.842959491231341396e+00,-7.182253521719330180e+00,-6.608525649224842091e+00
4.021875290315326090e+00,4.745903013509096269e+00,4.442786595739973698e+00,2.287581656722808532e+01,2.009857363947250875e+01,2.353290806686827352e+01,-7.182253521719330180e+00,-6.608525649224842091e+00,-7.755311583691375077e+00
4.745903013509096269e+00,4.442786595739973698e+00,4.160196064555532480e+00,2.009857363947250875e+01,2.353290806686827352e+01,2.257155540191293142e+01,-6.608525649224842091e+00,-7.755311583691375077e+00,-7.377657460735066230e+00
4.442786595739973698e+00,4.160196064555532480e+00,4.906546944244023045e+00,2.353290806686827352e+01,2.257155540191293142e+01,2.047679485402075983e+01,-7.755311583691375077e+00,-7.377657460735066230e+00,-6.746489925603013305e+00
4.160196064555532480e+00,4.906546944244023045e+00,4.747872216279219515e+00,2.257155540191293142e+01,2.047679485402075983e+01,2.321694969711155565e+01,-7.377657460735066230e+00,-6.746489925603013305e+00,-7.909604925808962683e+00
4.906546944244023045e+00,4.747872216279219515e+00,4.808440866130828439e+00,2.047679485402075983e+01,2.321694969711155565e+01,2.437346694787467527e+01,-6.746489925603013305e+00,-7.909604925808962683e+00,-7.763916039450498907e+00
4.747872216279219515e+00,4.808440866130828439e+00,4.844143962426826100e+00,2.321694969711155565e+01,2.437346694787467527e+01,2.345738251640180749e+01,-7.909604925808962683e+00,-7.763916039450498907e+00,-7.967707438997480907e+00
4.808440866130828439e+00,4.844143962426826100e+00,4.925341721497162872e+00,2.437346694787467527e+01,2.345738251640180749e+01,2.496433085425451281e+01,-7.763916039450498907e+00,-7.967707438997480907e+00,-7.977195052129994579e+00
4.844143962426826100e+00,4.925341721497162872e+00,4.798153525552788068e+00,2.345738251640180749e+01,2.496433085425451281e+01,2.521948911581171515e+01,-7.967707438997480907e+00,-7.977195052129994579e+00,-8.178841606058204761e+00
4.925341721497162872e+00,4.798153525552788068e+00,4.764695968363615641e+00,2.496433085425451281e+01,2.521948911581171515e+01,2.666019092877591135e+01,-7.977195052129994579e+00,-8.178841606058204761e+00,-7.962123563873787724e+00
4.798153525552788068e+00,4.764695968363615641e+00,4.561805319549749882e+00,2.521948911581171515e+01,2.666019092877591135e+01,2.474507309898284291e+01,-8.178841606058204761e+00,-7.962123563873787724e+00,-7.839945208169740276e+00
4.764695968363615641e+00,4.561805319549749882e+00,4.483639618362406765e+00,2.666019092877591135e+01,2.474507309898284291e+01,2.337853330503187266e+01,-7.962123563873787724e+00,-7.839945208169740276e+00,-7.593779374323018416e+00
4.561805319549749882e+00,4.483639618362406765e+00,4.172684145807368239e+00,2.474507309898284291e+01,2.337853330503187266e+01,2.204846830341041652e+01,-7.839945208169740276e+00,-7.593779374323018416e+00,-7.404376339847303257e+00
4.483639618362406765e+00,4.172684145807368239e+00,4.992873188350121616e+00,2.337853330503187266e+01,2.204846830341041652e+01,2.064730509270087211e+01,-7.593779374323018416e+00,-7.404376339847303257e+00,-6.900797110450815453e+00
4.172684145807368239e+00,4.992873188350121616e+00,4.014354722396171304e+00,2.204846830341041652e+01,2.064730509270087211e+01,2.276687943967629835e+01,-7.404376339847303257e+00,-6.900797110450815453e+00,-8.148791660614177701e+00
4.992873188350121616e+00,4.014354722396171304e+00,4.283901692331497202e+00,2.064730509270087211e+01,2.276687943967629835e+01,2.447449846503124249e+01,-6.900797110450815453e+00,-8.148791660614177701e+00,-6.671095515624970496e+00
4.014354722396171304e+00,4.283901692331497202e+00,4.647123810599567584e+00,2.276687943967629835e+01,2.447449846503124249e+01,2.209166887874577156e+01,-8.148791660614177701e+00,-6.671095515624970496e+00,-6.898187108009976143e+00
4.283901692331497202e+00,4.647123810599567584e+00,4.385169606885462201e+00,2.447449846503124249e+01,2.209166887874577156e+01,2.203743900845253734e+01,-6.671095515624970496e+00,-6.898187108009976143e+00,-7.568788776766624871e+00
4.647123810599567584e+00,4.385169606885462201e+00,4.234750282103462382e+00,2.209166887874577156e+01,2.203743900845253734e+01,2.167297242559116555e+01,-6.898187108009976143e+00,-7.568788776766624871e+00,-7.287442162288256142e+00
4.385169606885462201e+00,4.234750282103462382e+00,4.583950116428773924e+00,2.203743900845253734e+01,2.167297242559116555e+01,2.069861300827390593e+01,-7.568788776766624871e+00,-7.287442162288256142e+00,-6.871222930632038484e+00
4.234750282103462382e+00,4.583950116428773924e+00,4.964737587655901230e+00,2.167297242559116555e+01,2.069861300827390593e+01,2.191833576600949840e+01,-7.287442162288256142e+00,-6.871222930632038484e+00,-7.403448060526666374e+00
4.583950116428773924e+00,4.964737587655901230e+00,4.855996662541175013e+00,2.069861300827390593e+01,2.191833576600949840e+01,2.248875899493039299e+01,-6.871222930632038484e+00,-7.403448060526666374e+00,-8.092301492761821535e+00
4.964737587655901230e+00,4.855996662541175013e+00,4.063699904480951197e+00,2.191833576600949840e+01,2.248875899493039299e+01,2.604417746318685900e+01,-7.403448060526666374e+00,-8.092301492761821535e+00,-8.108468054072826448e+00
4.855996662541175013e+00,4.063699904480951197e+00,4.663268738321369788e+00,2.248875899493039299e+01,2.604417746318685900e+01,2.428915494506365391e+01,-8.092301492761821535e+00,-8.108468054072826448e+00,-6.758080024366043048e+00
4.063699904480951197e+00,4.663268738321369788e+00,4.609635947282862745e+00,2.604417746318685900e+01,2.428915494506365391e+01,2.263102281777428004e+01,-8.108468054072826448e+00,-6.758080024366043048e+00,-7.570109975615519460e+00
4.663268738321369788e+00,4.609635947282862745e+00,4.233375731413946852e+00,2.428915494506365391e+01,2.263102281777428004e+01,2.218000699595061320e+01,-6.758080024366043048e+00,-7.570109975615519460e+00,-7.710259592267626694e+00
4.609635947282862745e+00,4.233375731413946852e+00,4.982444128952478124e+00,2.263102281777428004e+01,2.218000699595061320e+01,2.191926191821133330e+01,-7.570109975615519460e+00,-7.710259592267626694e+00,-7.004953779859019569e+00
4.233375731413946852e+00,4.982444128952478124e+00,4.040930575385992540e+00,2.218000699595061320e+01,2.191926191821133330e+01,2.251799348086074559e+01,-7.710259592267626694e+00,-7.004953779859019569e+00,-8.198357542153933863e+00
4.982444128952478124e+00,4.040930575385992540e+00,4.042401751597381576e+00,2.191926191821133330e+01,2.251799348086074559e+01,2.504801509807033710e+01,-7.004953779859019569e+00,-8.198357542153933863e+00,-6.782581948381448456e+00
4.040930575385992540e+00,4.042401751597381576e+00,4.494965825647447843e+00,2.251799348086074559e+01,2.504801509807033710e+01,2.101102720080585584e+01,-8.198357542153933863e+00,-6.782581948381448456e+00,-6.546368950458258951e+00
4.042401751597381576e+00,4.494965825647447843e+00,4.092233077142516606e+00,2.504801509807033710e+01,2.101102720080585584e+01,2.335203377995621921e+01,-6.782581948381448456e+00,-6.546368950458258951e+00,-7.208109900641326284e+00
4.494965825647447843e+00,4.092233077142516606e+00,4.988565008863632855e+00,2.101102720080585584e+01,2.335203377995621921e+01,2.030689203720769243e+01,-6.546368950458258951e+00,-7.208109900641326284e+00,-6.647229184180831751e+00
4.092233077142516606e+00,4.988565008863632855e+00,4.474207870912786156e+00,2.335203377995621921e+01,2.030689203720769243e+01,2.380308350955334618e+01,-7.208109900641326284e+00,-6.647229184180831751e+00,-8.155845126373789000e+00
4.988565008863632855e+00,4.474207870912786156e+00,4.861333495360153023e+00,2.030689203720769243e+01,2.380308350955334618e+01,2.573983753024878141e+01,-6.647229184180831751e+00,-8.155845126373789000e+00,-7.390195739000639641e+00
4.474207870912786156e+00,4.861333495360153023e+00,4.473068830458597489e+00,2.380308350955334618e+01,2.573983753024878141e+01,2.225359068019696807e+01,-8.155845126373789000e+00,-7.390195739000639641e+00,-8.004551498821905753e+00
4.861333495360153023e+00,4.473068830458597489e+00,4.051354609055106692e+00,2.573983753024878141e+01,2.225359068019696807e+01,2.437195668557156125e+01,-7.390195739000639641e+00,-8.004551498821905753e+00,-7.345711264101024263e+00
4.473068830458597489e+00,4.051354609055106692e+00,4.451908897750381122e+00,2.225359068019696807e+01,2.437195668557156125e+01,2.028121429747295679e+01,-8.004551498821905753e+00,-7.345711264101024263e+00,-6.667877541580805811e+00
4.051354609055106692e+00,4.451908897750381122e+00,4.083868993835086059e+00,2.437195668557156125e+01,2.028121429747295679e+01,2.257011635307520336e+01,-7.345711264101024263e+00,-6.667877541580805811e+00,-7.225253623555576432e+00
4.451908897750381122e+00,4.083868993835086059e+00,4.363808977645707188e+00,2.028121429747295679e+01,2.257011635307520336e+01,2.025738556581143257e+01,-6.667877541580805811e+00,-7.225253623555576432e+00,-6.611978683114896782e+00
4.083868993835086059e+00,4.363808977645707188e+00,4.903053104073691770e+00,2.257011635307520336e+01,2.025738556581143257e+01,2.258572740419490543e+01,-7.225253623555576432e+00,-6.611978683114896782e+00,-7.003695755244487842e+00
4.363808977645707188e+00,4.903053104073691770e+00,4.128661986827588670e+00,2.025738556581143257e+01,2.258572740419490543e+01,2.235889190601608334e+01,-6.611978683114896782e+00,-7.003695755244487842e+00,-7.926471245855929659e+00
4.903053104073691770e+00,4.128661986827588670e+00,4.116493095759146570e+00,2.258572740419490543e+01,2.235889190601608334e+01,2.296232637495776885e+01,-7.003695755244487842e+00,-7.926471245855929659e+00,-6.925258394022336006e+00
4.128661986827588670e+00,4.116493095759146570e+00,4.543337961440859551e+00,2.235889190601608334e+01,2.296232637495776885e+01,2.066195613015376153e+01,-7.926471245855929659e+00,-6.925258394022336006e+00,-6.682013451020688777e+00
