PC1.PV,FC3.PV,LC1.PV,FC1.PV,FC4.PV,TC1.PV,FC6.PV,PC2.PV,LC3.PV,FC5.PV,LC2.PV,FC8.PV,TC2.PV,FC7.PV,PC1.OP,FC3.OP,LC1.OP,FC1.OP,FC4.OP,TC1.OP,FC6.OP,PC2.OP,LC3.OP,FC5.OP,LC2.OP,FC8.OP,TC2.OP,FC7.OP,TI1.PV,TI2.PV,FI1.PV,PI1.PV,TI5.PV,TI4.PV,TI6.PV,FI5.PV,TI3.PV,FI4.PV,TI8.PV,TI7.PV,PI2.PV,FI3.PV,LI1.PV,FC3.SP,FC1.SP,FC6.SP,FC5.SP,FC8.SP
4.22,6493.6,55.007,7.9411,13.451,109.14,1827.6,7.7254,41.851,4.4755,42.505,0.87996,65.965,716.38,62.583,26.406,48.833,21.149,14.701,22.151,40.535,48.389,60.722,44.389,10.444,7.9479,15.006,62.087,84.54,62.538,31.019,31.911,91.372,100.21,117.51,9.5986,20.814,2.3274,88.287,91.59,1.579,2.5849,72.382,6482.3,7.9775,1834.6,4.4258,0.8702
4.2228,6490,55.073,7.935,13.369,109.14,1819.3,7.7136,41.771,4.4692,42.38,0.87996,65.965,709.97,62.556,26.406,48.583,21.267,14.771,22.142,40.497,48.333,60.583,44.111,10.111,7.7743,15.008,62.174,84.54,62.58,32.288,31.877,91.372,100.21,117.51,9.7603,20.814,2.326,88.329,91.59,1.579,2.5734,72.382,6479.9,7.952,1829.5,4.416,0.8702
4.2173,6491.8,54.934,7.9499,13.4,109.19,1820.2,7.7157,41.847,4.432,42.481,0.87827,65.965,713.07,62.611,26.399,49.083,21.531,14.747,22.051,40.497,48.556,60.653,44.5,10.333,7.6389,15.01,62.09,84.54,62.538,31.505,31.883,91.372,100.25,117.51,10.021,20.845,2.3272,88.246,91.59,1.5727,2.6117,72.351,6484.6,8.003,1832.1,4.407,0.8702
4.2228,6491.8,54.757,7.9471,13.41,109.22,1806.1,7.7376,41.642,4.432,42.45,0.87664,65.965,710.29,62.556,26.399,49.583,22.031,14.743,21.965,40.302,49.222,60.167,44.167,10.278,7.5313,15.012,62.104,84.54,62.58,30.289,31.863,91.413,100.29,117.55,9.5278,20.877,2.3301,88.329,91.59,1.554,2.6284,72.351,6479.9,8.054,1814.2,4.398,0.8702
4.2173,6484,54.823,7.9527,13.415,109.22,1804.1,7.7525,41.569,4.432,42.408,0.87508,66.012,713.2,62.583,26.417,49.333,22.118,14.712,21.954,40.146,49.722,59.958,43.944,10.111,7.3646,14.855,61.997,84.54,62.538,31.524,31.89,91.455,100.37,117.55,9.8769,20.877,2.33,88.329,91.54,1.5602,2.57,72.32,6482.3,8.0285,1806.5,4.3973,0.86745
4.2367,6490,54.83,7.9588,13.323,109.27,1835.4,7.8134,41.691,4.4445,42.412,0.87339,66.059,713.36,62.389,26.323,49.333,22.128,14.826,21.862,39.719,51.278,60.236,43.444,10.111,7.1806,14.696,61.938,84.54,62.538,32.738,31.897,91.455,100.37,117.6,9.6333,20.908,2.3333,88.246,91.54,1.5602,2.5658,72.32,6465.5,8.0285,1816.8,4.3882,0.86458
4.2117,6503.2,55.098,7.9672,13.379,109.31,1826.1,7.7814,41.806,4.3942,42.366,0.87171,66.059,711.54,62.639,26.365,48.583,22.118,14.823,21.767,39.913,51,60.444,44.111,10,7.0799,14.693,61.917,84.54,62.538,29.051,31.904,91.497,100.5,117.65,9.9504,20.939,2.3332,88.246,91.54,1.5602,2.5655,72.32,6487,7.952,1824.4,4.3785,0.86458
4.2173,6499.6,54.955,7.9789,13.415,109.35,1784,7.7327,41.479,4.4008,42.485,0.87008,66.059,710.96,62.583,26.34,49,22.108,14.781,21.676,40.184,50.278,59.681,43.667,10.222,6.9965,14.69,61.899,84.54,62.58,31.54,31.856,91.538,100.54,117.65,10.33,20.939,2.3314,88.246,91.54,1.5665,2.611,72.289,6482.3,7.9945,1796.3,4.3695,0.86445
4.2145,6491.8,54.837,7.9849,13.374,109.31,1787.9,7.6625,41.219,4.3816,42.439,0.87008,66.059,715.1,62.611,26.389,49.333,22.351,14.878,21.747,39.389,49.056,58.917,44.111,10.056,6.9028,14.687,61.75,84.59,62.496,32.179,31.908,91.538,100.54,117.55,10.806,20.97,2.3315,88.287,91.54,1.5727,2.5978,72.258,6484.6,8.0285,1768.2,4.3764,0.86445
4.2145,6501.4,54.948,7.9934,13.435,109.27,1818.7,7.5805,41.795,4.3622,42.387,0.86839,66.106,712.92,62.611,26.365,49.083,22.372,14.813,21.821,39.833,47.444,60.236,44.667,10,6.7951,14.526,61.747,84.59,62.496,31.469,31.908,91.538,100.41,117.46,10.425,20.97,2.3311,88.287,91.54,1.5665,2.6152,72.258,6484.6,8.003,1816.8,4.3841,0.86158
4.2006,6501.4,55.077,8.0196,13.43,109.18,1834.1,7.535,42.08,4.3622,42.262,0.86502,66.106,714.58,62.75,26.424,48.667,22.215,14.799,21.982,40.205,46.444,61,45.167,9.6667,6.7639,14.52,61.681,84.59,62.538,31.998,31.866,91.455,100.33,117.32,10.232,21.002,2.334,88.329,91.54,1.5508,2.5922,72.226,6496.6,7.9605,1844.9,4.4001,0.86145
4.1728,6495.4,54.9,8.0366,13.379,109.1,1844.7,7.5169,42.472,4.3688,42.453,0.86502,66.106,713.75,63.028,26.531,49.25,22.5,14.833,22.14,41.059,46,61.972,45.5,10.056,6.6875,14.514,61.656,84.59,62.538,33.484,31.894,91.413,100.25,117.22,10.195,21.002,2.3373,88.287,91.54,1.5414,2.5526,72.226,6520.5,8.02,1880.6,4.416,0.86133
4.2117,6501.4,54.618,8.0536,13.425,109.06,1873.6,7.5259,42.396,4.3688,42.238,0.86502,66.059,713.2,62.639,26.406,50.083,22.771,14.819,22.216,40.594,46.056,61.833,45.944,9.5556,6.7118,14.667,61.635,84.59,62.496,30.099,31.922,91.372,100.16,117.22,9.9428,21.033,2.3425,88.287,91.54,1.5414,2.5947,72.226,6487,8.1049,1875.5,4.4237,0.86408
4.2089,6503.2,54.809,8.0621,13.496,109.02,1882,7.4894,42.576,4.3299,42.228,0.86502,66.059,717.76,62.667,26.399,49.5,22.538,14.684,22.294,40.882,45.167,62.319,47.222,9.5,6.6875,14.664,61.49,84.64,62.538,32.667,31.915,91.288,100.12,117.18,9.6478,20.97,2.3465,88.246,91.5,1.5196,2.6019,72.195,6489.4,8.0455,1893.4,4.4313,0.86395
4.1922,6507,54.938,8.0653,13.338,108.93,1894.2,7.4773,42.549,4.3497,42.301,0.86333,66.012,712.52,62.833,26.465,49.083,22.177,14.847,22.458,40.941,44.667,62.389,47.444,9.6111,6.6944,14.817,61.559,84.64,62.58,32,31.922,91.205,100.08,117.13,10.164,21.064,2.349,88.246,91.5,1.5227,2.5964,72.195,6503.8,8.003,1896,4.448,0.86395
4.1867,6512.7,55.164,8.0766,13.471,108.94,1889.2,7.446,42.483,4.3688,42.325,0.86502,66.012,713.2,62.917,26.5,48.417,21.747,14.719,22.451,40.844,43.833,62.181,47.444,9.6111,6.7188,14.816,61.472,84.68,62.538,30.566,31.925,91.205,100.04,117.13,9.8366,21.095,2.3519,88.246,91.45,1.5039,2.5734,72.164,6510.9,7.935,1888.3,4.4473,0.8667
4.1644,6522.3,54.83,8.0794,13.461,108.93,1890.9,7.4456,42.639,4.3622,42.349,0.86502,66.012,715.94,63.139,26.559,49.5,21.563,14.684,22.449,41.194,43.556,62.597,48.056,9.6667,6.7465,14.815,61.368,84.68,62.538,32.953,31.96,91.163,99.996,117.08,10.231,21.095,2.353,88.246,91.45,1.5352,2.5578,72.133,6530,8.0455,1903.6,4.455,0.8667
4.1672,6524.1,55.007,8.0823,13.471,108.89,1926.3,7.4675,42.899,4.4008,42.297,0.86502,66.012,714.71,63.139,26.566,48.917,21.181,14.67,22.524,41.253,43.778,63.431,47.389,9.5,6.8715,14.817,61.347,84.73,62.538,31.958,31.97,91.122,99.996,117.08,9.6409,21.127,2.3533,88.246,91.45,1.5383,2.5696,72.133,6530,7.986,1934.3,4.4466,0.86958
4.1978,6512.7,54.594,8.0738,13.39,108.94,1910.4,7.528,42.691,4.4133,42.283,0.86333,66.012,716.93,62.833,26.507,50.167,21.618,14.736,22.438,41.233,44.833,62.944,47.278,9.5,6.8889,14.816,61.271,84.73,62.496,31.611,31.967,91.122,99.996,117.08,10.032,21.127,2.3509,88.287,91.5,1.5289,2.5498,72.133,6503.8,8.1134,1916.4,4.4459,0.8667
4.1978,6520.2,54.743,8.0709,13.4,108.94,1930.2,7.5669,43.066,4.4258,42.321,0.86502,66.012,713.36,62.833,26.483,49.833,21.444,14.722,22.434,41.719,45.5,63.917,47.167,9.5,6.8889,14.816,61.288,84.73,62.496,32.049,31.991,91.122,100.08,117.18,10.229,21.158,2.3489,88.287,91.45,1.5258,2.5668,72.133,6503.8,8.0794,1952.2,4.4452,0.8667
4.17,6520.2,54.493,8.0738,13.374,109.06,1917.6,7.6278,42.823,4.4258,42.301,0.86502,66.059,714.04,63.111,26.549,50.583,21.698,14.764,22.176,41.681,46.722,63.431,46.667,9.4444,6.8368,14.656,61.233,84.78,62.496,31.467,31.97,91.163,100.16,117.22,9.7408,21.158,2.3444,88.287,91.45,1.5352,2.5703,72.071,6527.6,8.1559,1934.3,4.4195,0.86383
4.1783,6518.4,54.921,8.0766,13.496,109.14,1942.2,7.675,42.531,4.4133,42.283,0.86502,66.106,711.93,63.056,26.542,49.25,21.306,14.618,22.003,40.632,47.722,62.736,46.611,9.3889,6.7535,14.495,61.247,84.78,62.538,30.898,31.991,91.205,100.25,117.32,9.872,21.189,2.3464,88.329,91.5,1.5477,2.5662,72.102,6522.9,8.02,1908.8,4.4021,0.86095
4.2034,6504.9,54.584,8.0738,13.353,109.19,1903.1,7.6855,42.177,4.4133,42.356,0.86502,66.106,716.22,62.806,26.5,50.25,21.767,14.736,21.912,40.514,48.056,61.903,46.389,9.5,6.6632,14.489,61.115,84.78,62.496,33.986,31.984,91.205,100.29,117.41,9.8283,21.189,2.3528,88.329,91.5,1.5477,2.5821,72.071,6501.4,8.1219,1878.1,4.3931,0.86083
4.2061,6508.8,54.75,8.0678,13.358,109.23,1882.2,7.6667,42.181,4.4195,42.224,0.86333,66.059,713.07,62.778,26.465,49.833,21.639,14.781,21.821,40.826,47.833,61.903,46,9.2222,6.7049,14.642,61.146,84.82,62.496,30.391,32.002,91.33,100.46,117.46,9.6784,21.22,2.3522,88.329,91.5,1.5571,2.5894,72.04,6499,8.0794,1878.1,4.3841,0.86358
4.2089,6497.5,54.598,8.0709,13.4,109.27,1885,7.6483,42.104,4.407,42.148,0.86333,66.059,709.69,62.75,26.49,50.167,21.747,14.747,21.728,40.438,47.556,61.694,45.833,9,6.6771,14.639,61.153,84.82,62.496,32.604,31.981,91.372,100.46,117.46,9.788,21.22,2.3522,88.329,91.5,1.5352,2.5293,72.04,6496.6,8.1134,1870.4,4.375,0.86358
4.2089,6503.2,54.431,8.0794,13.374,109.27,1859.3,7.6354,41.778,4.4195,42.259,0.86502,66.059,716.22,62.75,26.441,50.833,22.243,14.809,21.72,40.26,47.333,60.931,45.333,9.2222,6.6215,14.635,60.983,84.82,62.58,30.763,31.998,91.372,100.46,117.41,9.8151,21.252,2.3513,88.329,91.5,1.5571,2.5425,72.009,6496.6,8.1814,1842.3,4.3736,0.86345
4.2173,6501.4,54.573,8.0823,13.471,109.27,1860.3,7.601,42.087,4.407,42.137,0.86333,66.059,714.71,62.667,26.424,50.417,22.392,14.705,21.711,40.67,46.722,61.694,45.5,8.9444,6.6458,14.632,60.976,84.82,62.496,29.032,31.988,91.372,100.41,117.36,9.6235,21.283,2.3484,88.329,91.5,1.5446,2.5717,71.978,6489.4,8.1389,1870.4,4.3729,0.86345
4.195,6490,54.459,8.0823,13.292,109.23,1879.5,7.6017,42.292,4.4195,42.144,0.86502,66.059,710.13,62.861,26.524,50.667,22.722,14.872,21.788,40.785,46.722,62.181,45.222,8.8889,6.6111,14.629,61.042,84.82,62.58,32.823,31.97,91.413,100.41,117.36,9.9664,21.283,2.3461,88.329,91.5,1.5602,2.604,71.978,6506.1,8.1644,1888.3,4.3806,0.86333
4.2173,6497.5,54.705,8.0936,13.476,109.23,1892.7,7.6052,42.445,4.407,42.127,0.86502,66.012,711.4,62.639,26.417,50,22.684,14.701,21.777,40.979,46.778,62.597,45.333,8.8333,6.7049,14.784,60.976,84.82,62.58,29.568,31.96,91.372,100.37,117.32,9.7394,21.314,2.3447,88.329,91.5,1.5602,2.5787,71.947,6487,8.0964,1903.6,4.3799,0.8662
4.1783,6503.2,54.747,8.1021,13.44,109.23,1892.1,7.626,42.184,4.4133,42.241,0.86333,66.012,716.22,63.028,26.507,50,22.576,14.698,21.769,40.611,47.222,61.972,45.056,9,6.7951,14.784,60.847,84.82,62.58,33.472,31.946,91.372,100.37,117.32,9.8637,21.345,2.3428,88.329,91.5,1.554,2.5401,71.916,6520.5,8.0964,1880.6,4.3785,0.8662
4.2423,6490,54.486,8.1106,13.353,109.23,1865.6,7.6559,41.865,4.3754,42.196,0.86333,66.012,714.43,62.389,26.358,50.667,22.889,14.788,21.763,40.455,47.889,61.208,45.722,8.8889,6.8542,14.783,60.854,84.82,62.58,31.233,31.974,91.372,100.41,117.36,9.8748,21.345,2.341,88.371,91.5,1.5696,2.5286,71.916,6465.5,8.1644,1852.5,4.3785,0.8662
4.2061,6499.6,54.691,8.1276,13.394,109.27,1901.6,7.6455,42.351,4.407,42.304,0.86333,66.012,711.93,62.75,26.441,50.083,22.753,14.753,21.671,40.573,47.778,62.389,44.722,9.1111,6.9028,14.782,60.875,84.82,62.538,31.36,31.967,91.372,100.41,117.41,9.8213,21.377,2.3388,88.371,91.54,1.5696,2.5453,71.916,6496.6,8.1049,1896,4.3688,0.86608
4.2284,6487.9,54.677,8.147,13.435,109.31,1881.8,7.6684,42.129,4.3879,42.252,0.86164,66.012,711.54,62.5,26.375,50.167,22.743,14.715,21.579,40.688,48.333,61.833,44.722,8.9444,6.9965,14.782,60.851,84.82,62.58,31.033,31.946,91.372,100.46,117.41,10.447,21.377,2.3375,88.412,91.54,1.5727,2.5158,71.916,6475.1,8.1134,1878.1,4.3597,0.86608
4.195,6490,54.539,8.1637,13.486,109.31,1883.2,7.6667,42.208,4.4133,42.248,0.86333,66.012,708.33,62.833,26.49,50.667,22.976,14.639,21.567,40.747,48.444,62.111,44,8.9444,7.0313,14.781,60.896,84.82,62.58,31.642,31.936,91.372,100.5,117.41,9.5826,21.408,2.3371,88.412,91.54,1.5602,2.5443,71.916,6503.8,8.1644,1885.8,4.3584,0.86608
4.2228,6490,54.601,8.175,13.348,109.35,1862.5,7.6796,41.92,4.3942,42.262,0.86164,66.059,706.77,62.556,26.399,50.417,22.566,14.781,21.478,40.649,48.778,61.417,44,8.8889,7.0729,14.623,60.927,84.82,62.621,33.442,31.939,91.413,100.54,117.46,10.27,21.408,2.3369,88.412,91.54,1.5696,2.5276,71.885,6479.9,8.1304,1860.2,4.35,0.86333
4.2423,6490,54.396,8.1892,13.44,109.35,1849.3,7.6705,41.903,4.3754,42.179,0.86333,66.059,715.42,62.333,26.316,51.083,22.938,14.736,21.466,40.649,48.722,61.278,44.167,8.6667,7.0556,14.62,60.764,84.82,62.621,30.721,31.925,91.455,100.58,117.46,9.6326,21.439,2.3353,88.412,91.54,1.5665,2.529,71.853,6460.8,8.2068,1855.1,4.3486,0.8632
4.2034,6482.3,54.865,8.1892,13.43,109.35,1855.9,7.6646,41.941,4.3559,42.252,0.86164,66.059,710.29,62.722,26.476,49.667,21.979,14.705,21.456,40.573,48.722,61.347,44.444,8.8333,7.1042,14.617,60.865,84.82,62.621,33.531,31.915,91.455,100.62,117.46,10.506,21.47,2.3369,88.412,91.54,1.5477,2.5161,71.822,6494.2,8.0624,1857.6,4.3472,0.8632
4.2006,6491.8,54.632,8.1973,13.394,109.35,1841.8,7.6504,41.865,4.3622,42.301,0.86164,66.059,708.72,62.75,26.458,50.5,21.823,14.75,21.446,40.67,48.556,61.208,44.222,8.8333,7.1042,14.613,60.917,84.82,62.58,31.236,31.911,91.455,100.54,117.41,9.8491,21.47,2.3376,88.454,91.54,1.5508,2.5025,71.822,6496.6,8.1474,1852.5,4.3465,0.86308
4.1978,6484,54.629,8.1948,13.476,109.35,1864,7.6584,41.778,4.3688,42.2,0.86164,66.059,705.1,62.778,26.5,50.417,21.677,14.649,21.434,40.184,48.778,61,43.944,8.6667,7.1042,14.61,61.007,84.82,62.58,31.294,31.908,91.455,100.54,117.41,9.7256,21.502,2.3385,88.454,91.5,1.5477,2.5029,71.791,6499,8.1389,1844.9,4.3451,0.86308
4.2228,6491.8,54.823,8.1973,13.333,109.35,1852.4,7.6928,41.542,4.3622,42.21,0.86164,66.059,713.88,62.5,26.375,49.917,21.111,14.764,21.425,39.854,49.611,60.444,44,8.6111,7.1146,14.607,60.858,84.82,62.58,33.482,31.929,91.455,100.58,117.41,9.6832,21.533,2.3396,88.454,91.5,1.5571,2.4692,71.791,6475.1,8.0879,1824.4,4.3444,0.86295
4.2034,6491.8,54.872,8.1973,13.323,109.35,1871.4,7.7435,41.778,4.3622,42.193,0.86164,66.059,710.13,62.694,26.458,49.75,20.681,14.844,21.416,39.875,50.778,60.861,43.833,8.5556,7.1042,14.604,60.958,84.82,62.58,30.162,31.929,91.455,100.58,117.46,10.063,21.533,2.3391,88.454,91.5,1.5508,2.5005,71.76,6491.8,8.0709,1844.9,4.3438,0.86295
4.1811,6501.4,54.493,8.2001,13.41,109.44,1823.9,7.7873,41.51,4.3497,42.179,0.86333,66.059,707.63,62.944,26.507,50.917,20.858,14.767,21.238,40.26,51.944,60.236,43.611,8.5,7.0799,14.6,61.049,84.82,62.621,30.384,31.932,91.497,100.71,117.55,9.9838,21.564,2.3371,88.454,91.5,1.5571,2.4876,71.76,6510.9,8.2153,1821.9,4.3257,0.86283
4.2061,6491.8,54.681,8.1863,13.379,109.52,1811.3,7.6712,41.372,4.3497,42.13,0.86164,66.106,704.66,62.667,26.441,50.417,20.194,14.778,21.06,39.913,49.833,59.819,43.111,8.3333,7.0382,14.439,61.156,84.82,62.58,33.619,31.908,91.538,100.75,117.55,10.181,21.595,2.3357,88.454,91.5,1.5477,2.4754,71.76,6489.4,8.1389,1801.4,4.3076,0.85995
4.1867,6491.8,54.705,8.1892,13.333,109.43,1813.3,7.5756,41.542,4.3365,42.092,0.86164,66.106,704.66,62.861,26.5,50.333,20.125,14.847,21.217,40.146,47.944,60.306,43.611,8.2222,6.9965,14.433,61.219,84.82,62.58,31.681,31.918,91.497,100.71,117.46,10.07,21.595,2.3355,88.496,91.5,1.554,2.4379,71.698,6506.1,8.1304,1819.3,4.3236,0.85983
4.1783,6490,54.539,8.1892,13.552,109.31,1836.8,7.504,42.028,4.317,42.294,0.86333,66.106,709.01,62.944,26.566,50.833,20.146,14.615,21.457,40.514,46.389,61.417,44.611,8.6111,6.9132,14.427,61.188,84.82,62.58,30.308,31.915,91.497,100.58,117.32,10.057,21.627,2.3334,88.496,91.5,1.5446,2.4532,71.698,6520.5,8.1814,1857.6,4.3479,0.8597
4.2145,6493.6,54.709,8.1916,13.374,109.22,1832.3,7.5152,41.722,4.31,42.186,0.86164,66.106,708.33,62.583,26.399,50.333,19.726,14.719,21.617,40.34,46.5,60.653,45.278,8.3333,6.9028,14.422,61.247,84.82,62.58,34.47,31.939,91.413,100.46,117.22,9.8297,21.658,2.3366,88.496,91.5,1.5352,2.4087,71.698,6482.3,8.1304,1832.1,4.3639,0.8597
4.1811,6508.8,54.594,8.1892,13.358,109.18,1833.6,7.4964,41.875,4.3236,42.273,0.86333,66.106,706.51,62.917,26.49,50.75,19.677,14.771,21.693,40.535,45.944,61,45.389,8.4444,6.8194,14.416,61.333,84.82,62.58,30.162,31.911,91.372,100.37,117.18,9.8699,21.658,2.3426,88.537,91.5,1.5258,2.3917,71.698,6510.9,8.1729,1844.9,4.3709,0.85958
4.1922,6497.5,54.611,8.1948,13.522,109.14,1856,7.5033,42.17,4.3038,42.148,0.86333,66.106,703.54,62.833,26.517,50.667,19.538,14.569,21.766,40.767,45.944,61.764,46.389,8.2222,6.7361,14.41,61.441,84.82,62.58,31.556,31.901,91.288,100.33,117.18,9.6569,21.689,2.3449,88.537,91.45,1.5133,2.4296,71.667,6503.8,8.1644,1873,4.3869,0.85945
4.17,6508.8,54.855,8.1892,13.353,109.1,1844.2,7.544,42.087,4.31,42.057,0.86333,66.106,706.07,63.056,26.573,50,19.177,14.719,21.843,40.962,46.611,61.556,46.556,8,6.6528,14.404,61.451,84.87,62.621,33.048,31.918,91.205,100.29,117.18,10.227,21.72,2.3481,88.537,91.45,1.5446,2.3712,71.636,6522.9,8.0964,1865.3,4.3862,0.85933
4.1811,6514.5,54.764,8.1948,13.296,109.14,1886.5,7.569,42.379,4.317,42.259,0.86502,66.153,704.37,62.944,26.5,50.25,18.955,14.823,21.753,40.729,47,62.319,46.611,8.3333,6.4688,14.24,61.538,84.87,62.538,30.063,31.908,91.205,100.29,117.22,10.111,21.72,2.3481,88.537,91.45,1.5446,2.4323,71.636,6513.3,8.1304,1890.9,4.3771,0.85633
4.1839,6508.8,54.66,8.1863,13.42,109.14,1886.4,7.6142,42.083,4.3365,42.353,0.86164,66.153,706.61,62.917,26.458,50.667,18.854,14.705,21.748,40.34,47.944,61.556,46.389,8.5,6.4201,14.232,61.563,84.92,62.538,31.629,31.922,91.205,100.29,117.27,9.5951,21.752,2.349,88.537,91.5,1.5383,2.4038,71.605,6496.6,8.1644,1865.3,4.3764,0.8562
4.1978,6497.5,54.382,8.1948,13.461,109.19,1846,7.6493,41.816,4.3365,42.196,0.85989,66.2,705.78,62.778,26.507,51.417,19.111,14.639,21.652,40.594,48.667,60.931,46.5,8.1667,6.3264,14.067,61.642,84.92,62.538,32.779,31.911,91.205,100.33,117.32,10.567,21.752,2.3498,88.579,91.45,1.5508,2.4004,71.605,6499,8.2408,1842.3,4.3674,0.85333
4.2089,6495.4,54.764,8.1863,13.364,109.27,1868.9,7.6531,41.83,4.317,42.221,0.85814,66.247,704.37,62.667,26.476,50.25,18.729,14.726,21.479,39.99,48.889,60.861,46.667,8.2222,6.2014,13.899,61.719,84.92,62.538,32.75,31.911,91.205,100.41,117.36,9.8928,21.783,2.3521,88.621,91.5,1.5508,2.376,71.574,6489.4,8.1219,1842.3,4.35,0.8502
4.1839,6493.6,54.702,8.1863,13.446,109.31,1879.6,7.6608,42.056,4.3365,42.207,0.85464,66.247,707.06,62.917,26.573,50.5,18.406,14.674,21.387,40.184,49.111,61.486,46.167,8.1111,6.1181,13.885,61.712,84.92,62.58,29.613,31.901,91.288,100.46,117.41,10.664,21.783,2.3554,88.662,91.5,1.5446,2.3437,71.574,6510.9,8.1474,1862.8,4.341,0.8472
4.17,6507,54.723,8.1948,13.369,109.31,1844.4,7.6782,41.931,4.31,42.262,0.85107,66.293,705.78,63.083,26.608,50.417,18.035,14.712,21.377,40.632,49.611,61.208,46.778,8.1667,6.0868,13.712,61.774,84.92,62.58,33.98,31.929,91.288,100.5,117.41,10.109,21.814,2.3583,88.662,91.5,1.5414,2.3562,71.543,6525.3,8.1389,1852.5,4.3396,0.84695
4.2061,6487.9,54.316,8.175,13.353,109.35,1846.9,7.6928,42.045,4.3236,42.28,0.84745,66.34,708.62,62.722,26.549,51.75,18.514,14.788,21.287,40.767,50.056,61.486,46.333,8.2222,6.0174,13.539,61.736,84.92,62.58,29.879,31.918,91.288,100.54,117.46,10.095,21.814,2.3645,88.662,91.45,1.5602,2.4355,71.543,6494.2,8.2748,1862.8,4.3305,0.84382
4.1922,6499.6,54.743,8.1948,13.384,109.35,1808.8,7.7084,41.646,4.3299,42.297,0.84564,66.387,705.1,62.861,26.566,50.417,17.976,14.747,21.279,40.708,50.556,60.444,46.222,8.1667,5.9097,13.362,61.826,84.92,62.58,32.123,31.904,91.288,100.58,117.51,10.058,21.846,2.3703,88.662,91.5,1.5227,2.3847,71.543,6506.1,8.1474,1824.4,4.3299,0.84057
4.1895,6490,54.466,8.1835,13.4,109.39,1829,7.6743,41.701,4.3236,42.245,0.84195,66.434,707.34,62.889,26.59,51.25,18.174,14.76,21.187,40.319,50,60.514,46.167,8.0556,5.8264,13.184,61.816,84.92,62.58,32.995,31.908,91.33,100.58,117.51,9.9095,21.877,2.3769,88.662,91.45,1.5477,2.3604,71.543,6508.5,8.2238,1827,4.3208,0.83745
4.2089,6493.6,54.521,8.1863,13.41,109.35,1804.1,7.6455,41.389,4.3038,42.314,0.84007,66.481,709.84,62.694,26.524,51.083,18.222,14.799,21.261,39.99,49.556,59.75,46.667,8.1667,5.75,13.003,61.809,84.87,62.58,29.829,31.946,91.33,100.62,117.46,10.506,21.877,2.3844,88.704,91.45,1.5477,2.351,71.512,6487,8.2068,1796.3,4.3278,0.83695
4.2061,6501.4,54.407,8.1916,13.471,109.31,1826.6,7.5687,41.58,4.3365,42.311,0.8382,66.528,707.89,62.861,26.559,51.583,18.681,14.701,21.334,39.875,48,60.167,46.167,8.1667,5.5938,12.819,61.878,84.87,62.496,31.741,31.925,91.288,100.54,117.41,10.2,21.908,2.3903,88.746,91.45,1.5414,2.3771,71.481,6506.1,8.2578,1814.2,4.3354,0.83082
4.1895,6503.2,54.493,8.1863,13.302,109.22,1820.2,7.4495,41.736,4.31,42.412,0.83438,66.528,708.46,62.889,26.566,51.25,18.563,14.868,21.492,40.378,45.444,60.583,47.167,8.2778,5.5521,12.79,61.878,84.87,62.58,32.186,31.911,91.247,100.41,117.27,10.028,21.908,2.3959,88.704,91.45,1.5352,2.3955,71.481,6508.5,8.2238,1827,4.3514,0.83032
4.2256,6508.8,54.775,8.1863,13.476,109.1,1825.4,7.431,42.059,4.3365,42.502,0.83438,66.387,706.77,62.528,26.448,50.417,18.174,14.712,21.734,40.882,44.833,61.347,47.278,8.5,5.6771,13.234,61.931,84.92,62.58,30.688,31.908,91.163,100.25,117.13,9.9511,21.908,2.4008,88.704,91.45,1.5352,2.3413,71.449,6482.3,8.1304,1855.1,4.3757,0.83832
4.1895,6507,54.709,8.1835,13.353,108.93,1855.9,7.4658,42.125,4.3942,42.335,0.83438,66.247,709.58,62.917,26.583,50.583,18.073,14.795,22.062,40.708,45.222,61.486,46.556,8.1111,5.9514,13.686,61.875,84.92,62.496,32.852,31.918,91.08,100.16,117.08,9.9761,21.939,2.4042,88.662,91.45,1.5133,2.3733,71.449,6513.3,8.1729,1865.3,4.3917,0.84645
4.1728,6527.9,54.65,8.1948,13.41,108.97,1872.6,7.4978,42.254,4.407,42.231,0.83438,66.106,711.93,63.083,26.601,50.917,18.017,14.757,21.973,40.767,45.667,61.903,46.389,7.8333,6.3785,14.146,61.819,84.92,62.496,31.405,31.908,90.997,100.08,117.08,10.165,21.939,2.4058,88.662,91.45,1.5446,2.3715,71.418,6525.3,8.1899,1878.1,4.3994,0.8547
4.1644,6514.5,54.493,8.1916,13.394,109.01,1868.4,7.5162,41.962,4.4133,42.349,0.83626,65.965,709.3,63.167,26.667,51.333,18.493,14.757,21.884,40.302,45.833,61.208,46.056,8.0556,6.9201,14.615,61.84,84.92,62.538,31.34,31.939,90.997,100.08,117.13,9.8831,21.939,2.4069,88.662,91.45,1.5414,2.3889,71.418,6534.8,8.2578,1850,4.3903,0.86308
4.1978,6510.9,54.924,8.1835,13.446,109.01,1863,7.5245,42.333,4.407,42.436,0.8382,65.918,711.4,62.861,26.59,50.083,18.212,14.694,21.879,41.194,45.889,62.111,46.056,8.1667,7.4896,14.775,61.764,84.92,62.538,32.396,31.904,90.997,100.08,117.13,10.007,21.971,2.4071,88.662,91.45,1.5602,2.3357,71.418,6506.1,8.1049,1885.8,4.3896,0.86595
